iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002-478,2005,3,1.1485646948,0.336,-47.6054455495,0.587,0.636
0003+380,2005,4,1.4882307724,0.092,38.337541379,0.134,-0.054
0003-066,2005,118,1.5578870344,0.147,-6.3931486585,0.202,-0.128
0008-264,2005,4,2.7551947767,0.436,-26.2092715106,0.275,-0.367
0014+813,2005,155,4.2853116293,0.101,81.5855934707,0.107,0.01
0016+731,2005,5,4.9407763076,0.159,73.4583382143,0.17,0.363
0035+413,2005,3,9.6035149148,0.21,41.6183334404,0.253,-0.024
0047-579,2005,7,12.4978043576,0.225,-57.6409277628,0.361,0.491
0048-097,2005,85,12.6721557701,0.168,-9.484780633,0.164,-0.143
0048-427,2005,5,12.7895909738,0.221,-42.4425813893,0.565,0.439
0059+581,2005,166,15.6906765886,0.059,58.403093532,0.067,-0.024
0104-408,2005,29,16.6879498972,0.282,-40.5722112388,0.265,0.082
0106+013,2005,24,17.1615463334,0.174,1.5834215411,0.209,-0.035
0107-610,2005,3,17.3144801943,0.224,-60.830127783,0.296,0.204
0110-668,2005,3,18.0788040023,0.666,-66.5792187144,0.605,0.814
0111+021,2005,11,18.4297706147,0.164,2.3714767819,0.238,-0.301
0118-272,2005,3,20.131930866,0.748,-27.023514668,0.608,-0.472
0119+041,2005,13,20.4869237014,0.307,4.3735373019,0.522,-0.367
0119+115,2005,115,20.4233126587,0.127,11.8306702995,0.246,-0.104
0122-514,2005,3,21.2391310562,0.426,-51.2211577323,1.719,0.603
0123+257,2005,3,21.6783026383,0.106,25.9836945562,0.195,0.065
0131-522,2005,3,23.2740106853,0.201,-52.0010960449,0.39,0.535
0133+476,2005,150,24.2441450246,0.058,47.8580833732,0.073,-0.078
0138-097,2005,3,25.357633925,0.183,-9.4787983967,0.155,0.294
0150-334,2005,3,28.2921743024,0.751,-33.1738506619,0.442,-0.418
0201+113,2005,68,30.9444043828,0.202,11.5792804763,0.356,-0.367
0202+149,2005,63,31.2100578444,0.241,15.236401006,0.275,-0.436
0202+319,2005,4,31.270522276,0.089,32.2083598553,0.111,0.246
0208-512,2005,34,32.6925017881,0.221,-51.0171921786,0.267,-0.08
0212+735,2005,3,34.3783897946,0.111,73.8257281925,0.083,-0.122
0215+015,2005,3,34.4539780735,0.309,1.7471387398,0.357,-0.867
0220-349,2005,5,35.735006942,0.412,-34.6913138861,0.681,0.42
0221+067,2005,3,36.1184508466,0.151,6.9898170584,0.213,-0.129
0229+131,2005,66,37.9412252434,0.148,13.3818656817,0.189,0.036
0230-790,2005,9,37.3956109776,0.342,-78.7960005137,0.402,0.07
0234+285,2005,4,39.4683569709,0.134,28.8024971729,0.156,0.036
0234-301,2005,3,39.129872752,0.382,-29.8987611696,1.745,0.771
0235+164,2005,67,39.6622087772,0.07,16.6164651327,0.074,-0.037
0235-618,2005,4,39.2218573636,0.409,-61.6042176135,0.415,0.269
0252-549,2005,6,43.371584967,0.232,-54.6976211023,0.34,0.324
0254-334,2005,3,44.1775112528,0.373,-33.2559103458,1.786,0.209
0300+470,2005,3,45.8968425347,0.113,47.2711876878,0.155,-0.038
0302+625,2005,3,46.6777482101,0.119,62.717228927,0.114,0.006
0302-623,2005,7,45.9609636949,0.407,-62.1904306084,0.481,0.25
0306+102,2005,3,47.2650978899,0.515,10.4878724635,0.355,-0.273
0308-611,2005,6,47.4837466169,0.27,-60.9775155987,0.293,0.472
0319+121,2005,6,50.4712646315,0.162,12.3538759064,0.356,-0.177
0334-546,2005,4,53.974686699,0.376,-54.5069764722,0.745,0.372
0400-319,2005,7,60.5886083348,0.332,-31.7905402426,0.72,0.255
0402-362,2005,78,60.9739578965,0.243,-36.083864764,0.251,0.76
0403-132,2005,3,61.3916807611,0.176,-13.1371361383,0.43,-0.442
0405-385,2005,12,61.7459806429,0.252,-38.4411228722,0.401,0.127
0414-189,2005,3,64.1522685131,0.292,-18.8523167312,0.26,-0.003
0422+004,2005,4,66.1951752964,0.13,0.6017582012,0.138,-0.32
0422-380,2005,3,66.1760152595,0.143,-37.93910668,0.242,0.117
0426-380,2005,5,67.1684344841,0.236,-37.9387723391,0.219,-0.638
0430+289,2005,3,68.4076243938,0.117,29.0987436447,0.196,0.07
0434-188,2005,41,69.2561780853,0.263,-18.746837067,0.671,-0.538
0437-454,2005,3,69.7535611165,1.105,-45.3729341183,0.526,-0.723
0438-436,2005,10,70.0715828968,0.425,-43.5523901498,0.621,0.557
0446+112,2005,8,72.2819628795,0.121,11.357943497,0.174,-0.005
0451-282,2005,9,73.3110282837,0.447,-28.1270352077,0.969,0.205
0454+844,2005,17,77.1765141383,0.143,84.5345956235,0.165,-0.11
0454-234,2005,98,74.2632467435,0.201,-23.4144500832,0.128,-0.088
0454-810,2005,10,72.5226682975,0.26,-81.0172864558,0.296,0.155
0458-020,2005,115,75.3033744884,0.159,-1.9872933842,0.151,-0.289
0502+049,2005,3,76.3466030263,0.217,4.9952013272,0.165,0.145
0506-612,2005,6,76.6832864424,0.355,-61.16138721,0.306,0.452
0516-621,2005,4,79.1871920322,0.225,-62.1181637061,0.406,0.11
0522-611,2005,3,80.6434394366,0.252,-61.132537072,0.296,0.379
0524-460,2005,3,81.380834001,1.193,-45.96519033,0.666,-0.78
