iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0016+731,1988,3,4.9407755452,0.373,73.4583379217,0.314,-0.013
0048-097,1988,5,12.672155673,0.529,-9.4847807961,0.371,-0.249
0104-408,1988,3,16.6879489718,1.08,-40.572211141,0.73,-0.39
0106+013,1988,165,17.1615462016,0.378,1.583421397,0.703,-0.303
0111+021,1988,3,18.4297707224,1.493,2.3714759801,2.299,0.522
0112-017,1988,4,18.821249899,1.378,-1.4512713327,2.326,-0.115
0119+041,1988,5,20.486923962,0.984,4.3735377185,1.224,0.409
0119+115,1988,3,20.4233129561,0.939,11.8306672828,12.366,-0.859
0146+056,1988,4,27.3432124362,2.263,5.9315469777,1.362,-0.923
0149+218,1988,3,28.0752457371,1.14,22.1188056,0.802,0.34
0201+113,1988,3,30.9444043577,0.358,11.5792806887,2.412,0.928
0202+149,1988,6,31.2100579958,0.409,15.2364010991,1.164,0.198
0212+735,1988,125,34.3783887685,0.205,73.8257283018,0.189,-0.108
0229+131,1988,126,37.9412252754,0.26,13.381865623,0.417,-0.452
0234+285,1988,64,39.4683570326,0.189,28.8024973009,0.199,0.221
0239+108,1988,3,40.6215458131,0.745,11.0168689359,0.384,-0.032
0300+470,1988,23,45.8968425923,0.165,47.2711876455,0.18,-0.112
0400+258,1988,4,60.7732750777,0.782,26.0004173737,0.76,0.39
0420-014,1988,127,65.8158362739,0.286,-1.3425181561,0.385,-0.138
0434-188,1988,4,69.2561779782,0.728,-18.7468369412,0.319,0.129
0454-234,1988,7,74.2632466409,0.543,-23.4144500313,0.433,0.559
0457+024,1988,6,74.9668774325,1.13,2.4919931319,1.566,0.669
0528+134,1988,134,82.735069887,0.291,13.53198597,0.406,-0.373
0552+398,1988,188,88.8783567545,0.171,39.8136570386,0.199,-0.157
0657+172,1988,3,105.006357222,1.146,17.1560266718,5.677,-0.713
0711+356,1988,3,108.6034065761,0.79,35.5777204956,0.959,-0.155
0716+714,1988,19,110.4727023484,0.638,71.3434343136,0.78,0.594
0723-008,1988,3,111.460999722,1.012,-0.9157073161,1.49,0.641
0727-115,1988,44,112.5796352774,0.284,-11.6868335485,0.197,-0.138
0742+103,1988,17,116.3877479933,0.204,10.1868588569,0.474,-0.368
0814+425,1988,6,124.5666649757,0.465,42.3792823281,0.362,0.019
0823+033,1988,4,126.4597431951,0.231,3.1568112351,0.523,0.482
0906+015,1988,5,137.2920480964,1.07,1.3598936857,1.549,0.723
1030+415,1988,4,158.2654490455,0.753,41.2683979764,0.606,-0.093
1034-293,1988,9,159.3169988979,0.827,-29.567448241,0.508,0.573
1055+018,1988,58,164.6233550601,0.297,1.5663398561,0.654,-0.449
1111+149,1988,3,168.4945630995,0.713,14.7074868733,1.047,0.508
1123+264,1988,4,171.473799664,0.504,26.1722163785,0.667,-0.223
1130+009,1988,3,173.3335659499,1.707,0.681343824,2.013,0.575
1144+402,1988,27,176.7429081529,0.477,39.976195705,0.606,0.466
1150+812,1988,3,178.3020192003,0.366,80.9747585162,0.381,0.295
1156+295,1988,16,179.8826416126,0.186,29.2455074265,0.203,-0.176
1252+119,1988,3,193.6593980407,1.072,11.6849707616,1.363,0.547
1308+326,1988,45,197.6194328361,0.303,32.345495177,0.386,0.092
1334-127,1988,11,204.4157615307,0.309,-12.95685933,0.325,-0.018
1354+195,1988,9,209.2684864661,0.313,19.3187141854,0.414,-0.328
1418+546,1988,6,214.9441559923,0.693,54.3874408363,0.698,0.141
1502+106,1988,18,226.1040825723,0.231,10.4942217666,0.448,-0.03
1546+027,1988,3,237.3726534418,0.904,2.6169897226,1.829,0.789
1547+507,1988,3,237.3227854811,0.622,50.6349410289,0.543,0.523
1548+056,1988,20,237.6469552827,0.321,5.4529022959,0.527,0.171
1555+001,1988,3,239.4643083888,4.022,-0.0306707806,3.77,0.869
1611+343,1988,3,243.4211009875,0.355,34.2133079289,0.423,0.302
1637+574,1988,13,249.5560681052,0.153,57.3399942312,0.252,0.297
1656+053,1988,5,254.6393638103,0.809,5.2545677141,1.326,0.491
1738+476,1988,3,264.9880372478,0.634,47.6328781609,0.601,0.376
1739+522,1988,4,265.1540743,0.208,52.1953910281,0.19,-0.02
1741-038,1988,85,265.9952339252,0.324,-3.8346157735,0.642,-0.359
1749+096,1988,46,267.8867441804,0.238,9.6502023675,0.333,0.176
1803+784,1988,152,270.1903497131,0.157,78.4677828294,0.159,-0.025
1823+568,1988,4,276.0294517682,0.607,56.8504138898,0.617,-0.021
1921-293,1988,50,291.2127330878,0.596,-29.2417002524,1.116,0.21
1947+079,1988,4,297.5230833747,0.899,8.1205504849,1.404,0.593
1958-179,1988,5,300.2378767879,0.734,-17.816020154,0.308,0.443
2113+293,1988,6,318.8725561267,0.223,29.5606575076,0.455,0.259
2121+053,1988,97,320.9354890657,0.274,5.5894703087,0.351,-0.47
2128-123,1988,3,322.8969239527,1.04,-12.1179990963,0.699,-0.789
2131-021,1988,6,323.5429565816,1.314,-1.8881218513,0.769,-0.229
2145+067,1988,33,327.0227444845,0.251,6.9607234043,0.198,0.432
2155-152,1988,3,329.5261746028,0.425,-15.0192573599,0.282,0.159
2216-038,1988,25,334.7168238441,0.311,-3.5935777672,0.605,0.326
2229+695,1988,3,337.6519576257,1.417,69.7744659465,0.774,-0.3
2234+282,1988,20,339.0936286662,0.216,28.482614808,0.245,0.145
2318+049,1988,4,350.1869028506,0.864,5.2305426066,1.354,-0.924
2320-035,1988,3,350.8831415026,5.09,-3.2847331136,41.039,-0.97
2344+09A,1988,3,356.6534933228,1.464,9.5126428769,1.028,0.679
2345-167,1988,7,357.0108688898,0.683,-16.5200061487,0.363,0.615
2352+495,1988,5,358.7894091479,0.911,49.8356500664,0.804,0.017
