iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002+200,2003,2,1.1489928891,0.353,20.3284215862,0.327,0.028
0002-478,2003,3,1.1485648393,2.056,-47.6054453921,1.303,-0.577
0003-066,2003,83,1.5578870693,0.131,-6.3931487163,0.296,-0.069
0007+171,2003,1,2.6416285761,2.307,17.4052112205,2.004,0.029
0008-264,2003,5,2.7551951659,0.751,-26.2092713823,1.159,-0.023
0014+813,2003,124,4.2853121988,0.822,81.5855935044,0.131,-0.017
0017+200,2003,2,4.9077271017,0.131,20.362679101,0.224,-0.012
0025+197,2003,1,7.1242437458,0.289,20.007428886,0.412,0.082
0037-593,2003,2,10.0327041765,21.136,-59.0646559499,10.197,-0.673
0039+230,2003,1,10.5189381558,0.066,23.333628258,0.109,-0.202
0047-579,2003,2,12.4978053753,3.66,-57.6409278936,1.858,-0.115
0048-097,2003,63,12.6721557868,0.159,-9.484780625,0.314,-0.09
0048-427,2003,7,12.789590609,0.509,-42.4425816494,0.779,0.106
0056-572,2003,1,14.6940888058,6.081,-56.9865198943,1.825,-0.629
0059+581,2003,118,15.6906765864,0.148,58.4030934815,0.101,0.014
0104-408,2003,61,16.6879501563,0.311,-40.5722109334,0.545,-0.059
0106+013,2003,70,17.1615463013,0.144,1.5834214926,0.256,0.004
0107-610,2003,2,17.314479459,1.004,-60.8301278405,0.572,-0.191
0109+224,2003,2,18.0242704985,2.538,22.7441069204,2.254,0.012
0111+021,2003,1,18.4297705532,0.102,2.3714767872,0.247,0.02
0118+111,2003,1,20.3708297368,0.669,11.4501385335,1.951,0.099
0118-272,2003,3,20.1319307186,0.364,-27.0235144474,0.797,-0.223
0119+041,2003,16,20.4869238128,0.083,4.3735373044,0.188,-0.258
0119+115,2003,129,20.4233126857,0.133,11.8306702278,0.315,-0.043
0123+257,2003,1,21.6783024873,2.167,25.9836939283,1.062,0.181
0130-171,2003,7,23.1811977195,0.956,-16.9134784284,0.955,0.517
0133+476,2003,132,24.2441450275,0.133,47.8580833612,0.13,-0.03
0135-247,2003,3,24.4097766843,1.071,-24.5149679444,1.082,0.24
0148+546,2003,1,27.9011906565,1.034,54.9104684638,0.957,-0.313
0150-334,2003,2,28.2921739847,3.107,-33.1738504613,1.472,-0.559
0152+043,2003,1,28.765522874,1.81,4.6417623307,2.636,0.123
0201+113,2003,49,30.944404435,0.122,11.5792804093,0.25,-0.22
0202+149,2003,117,31.2100578749,0.12,15.2364010839,0.232,-0.073
0208-512,2003,16,32.6925019555,0.749,-51.0171921707,0.547,0.118
0212+735,2003,1,34.3783897373,0.141,73.8257281616,0.043,-0.015
0214-522,2003,2,34.0133333167,18.189,-52.0034672486,10.932,-0.548
0215+015,2003,1,34.4539780569,0.156,1.7471387152,0.436,-0.147
0220-349,2003,5,35.735007149,1.794,-34.6913138286,1.076,0.249
0229+131,2003,63,37.9412252239,0.133,13.3818656094,0.262,-0.072
0230-790,2003,2,37.3956106762,2.891,-78.7960002976,0.689,-0.291
0234+285,2003,5,39.4683569839,0.055,28.8024972036,0.077,-0.171
0235+164,2003,58,39.6622087833,0.1,16.6164652136,0.183,-0.006
0235-618,2003,2,39.221856608,0.916,-61.6042177844,0.48,0.033
0237+040,2003,1,39.9635960167,0.12,4.2726144578,0.285,0.102
0237-027,2003,1,39.9394677904,0.09,-2.5780317166,0.202,-0.229
0237-233,2003,4,40.0340600851,2.274,-23.1543693346,1.115,0.237
0238+711,2003,1,40.8787144827,1.264,71.3383063491,0.524,-0.304
0238-084,2003,6,40.2699937244,0.113,-8.2557643968,0.26,0.161
0239+108,2003,1,40.6215452447,0.105,11.0168688935,0.266,0.197
0256+075,2003,1,44.8628192326,0.078,7.7943453686,0.177,-0.32
0302+625,2003,1,46.6777481526,0.137,62.7172288069,0.071,0.014
0302-623,2003,1,45.9609573145,15.169,-62.1904376238,16.44,0.855
0306+102,2003,5,47.2650978803,1.496,10.4878722363,1.668,-0.139
0306+274,2003,1,47.3420698317,0.812,27.6484340844,2.54,0.247
0308-611,2003,2,47.483744484,9.634,-60.977512478,9.35,-0.378
0309+411,2003,1,48.258175453,0.168,41.3336621508,0.152,-0.654
0319+121,2003,1,50.4712645992,0.076,12.3538759212,0.158,-0.241
0334-546,2003,2,53.9746863456,0.542,-54.5069765952,0.506,0.158
0335-364,2003,2,54.2250979071,0.437,-36.2683956441,1.236,0.449
0336-019,2003,136,54.8789074813,0.131,-1.7766123003,0.249,-0.008
0352+605,2003,1,59.104995076,0.801,60.7327719124,0.673,-0.196
0354+231,2003,2,59.3400411102,0.382,23.33161812,0.392,-0.065
0355-669,2003,2,58.949513232,1.343,-66.7593936745,0.515,0.049
0358+210,2003,2,60.4381919144,0.188,21.1746074687,0.255,-0.021
0400-319,2003,3,60.5886082302,1.557,-31.7905404801,0.868,-0.368
0402-362,2003,19,60.9739579612,0.154,-36.0838647302,0.373,0.234
0405+304,2003,1,62.0849065126,0.256,30.5418028507,0.401,0.214
0405-123,2003,2,61.9517960117,1.156,-12.1935163254,1.221,0.021
0405-385,2003,30,61.7459806314,0.578,-38.4411228725,0.642,-0.392
0406-127,2003,1,62.2740404828,0.081,-12.6467065918,0.189,-0.21
0409+229,2003,1,63.1819452764,0.078,23.084847784,0.143,-0.284
0414-189,2003,6,64.1522685139,0.191,-18.852316742,0.508,-0.134
0420+417,2003,1,65.9833741479,0.083,41.8340869104,0.088,-0.037
0421+683,2003,1,66.7086244,3.776,68.4313690418,0.923,-0.617
0422-380,2003,1,66.1760153116,0.189,-37.9391068714,0.271,-0.132
0429+174,2003,1,67.9890838162,6.393,17.5266061674,6.483,0.934
0430+052,2003,6,68.2962315138,0.076,5.3543387289,0.136,0.069
0434-188,2003,1,69.2561780667,0.107,-18.7468372399,0.227,-0.192
0437-454,2003,4,69.7535611075,2.158,-45.372933963,1.763,0.248
0438-436,2003,1,70.0715832132,1.959,-43.5523900949,1.294,-0.438
0440-003,2003,1,70.6610864501,0.049,-0.2953947639,0.121,-0.086
0451-282,2003,5,73.3110285616,0.796,-28.1270351535,0.963,0.008
0454+844,2003,1,77.1765145732,4.127,84.5345955766,0.504,-0.01
0454-234,2003,135,74.2632468049,0.2,-23.4144500731,0.339,-0.021
0454-463,2003,1,73.9615513083,2.551,-46.2662997103,1.383,-0.515
0454-810,2003,1,72.522667947,6.318,-81.0172864196,0.68,0.187
0458+138,2003,1,75.4386284395,0.094,13.9353389313,0.173,0.058
0458-020,2003,49,75.3033744892,0.11,-1.9872934539,0.288,-0.233
0501+279,2003,1,76.22627699,0.636,28.0422159774,1.591,0.009
0502+049,2003,2,76.3466029939,1.49,4.9952012387,1.18,-0.298
0503-608,2003,1,76.0070900077,29.746,-60.8312567839,26.418,-0.837
0506+101,2003,1,77.3644045112,0.1,10.1957221646,0.314,-0.235
0506-612,2003,3,76.6832863663,0.043,-61.1613871641,0.021,-0.767
0514+330,2003,1,79.5214269545,0.589,33.1037116382,1.24,0.076
0515+208,2003,3,79.5159354485,0.175,20.9145825657,0.286,-0.069
0516-621,2003,1,79.1872026147,18.271,-62.1181705754,14.454,-0.868
0518+705,2003,1,81.0559725091,1.187,70.5813621425,0.621,-0.023
0521-365,2003,2,80.7416028098,0.318,-36.4585700723,0.562,0.327
0522-611,2003,2,80.6434397926,1.297,-61.1325367415,0.727,-0.476
0524-460,2003,2,81.3808336823,0.559,-45.9651901291,0.75,-0.088
0528+134,2003,78,82.7350698018,0.097,13.5319860131,0.193,-0.034
0528-250,2003,1,82.5331782267,0.141,-25.0583052104,0.428,-0.158
0534-340,2003,8,84.1184682742,0.569,-34.0198526788,1.135,0.114
0534-611,2003,1,83.6490525012,13.891,-61.1019650121,5.769,-0.889
0536+145,2003,10,84.9265249305,0.294,14.5626560297,0.407,-0.234
0537-158,2003,1,84.8833754135,1.122,-15.8417556041,1.127,-0.329
0537-286,2003,5,84.9761728993,0.132,-28.6655412419,0.493,-0.08
0537-441,2003,37,84.7098398297,0.293,-44.0858163105,0.428,0.203
0539-057,2003,2,85.4086807044,0.123,-5.6970634271,0.284,-0.137
0543-735,2003,2,85.4615654753,15.664,-73.5375956055,5.271,-0.108
0549+192,2003,1,88.1078544721,0.713,19.2278523546,0.728,-0.442
0550+032,2003,1,88.2087554581,1.057,3.2242330039,4.682,0.046
0552+398,2003,153,88.8783567305,0.119,39.8136569437,0.145,-0.062
0556+238,2003,37,89.8834713719,0.171,23.8983129829,0.32,-0.018
0602+673,2003,57,91.9694650438,0.252,67.348725003,0.121,-0.061
0607-157,2003,59,92.4206230399,0.171,-15.7112979357,0.285,-0.038
0610+171,2003,1,93.4015001225,0.545,17.1402612615,2.575,0.721
0611+131,2003,1,93.4903863968,0.083,13.1126114019,0.309,-0.198
0625+034,2003,1,96.9095143201,0.742,3.4165221582,2.652,0.12
0628-627,2003,2,97.2395324509,13.001,-62.8124271723,5.561,-0.003
0629-418,2003,4,97.79999158,4.045,-41.9074844818,2.555,-0.152
0636+680,2003,1,100.5177394854,0.638,67.9765612916,0.158,0.218
0637-337,2003,2,99.8371025512,2.107,-33.76669858,1.219,-0.08
0637-752,2003,2,98.9437836224,17.995,-75.2713367368,4.597,-0.057
0642+449,2003,125,101.6334416186,0.134,44.8546083749,0.133,-0.054
0646-306,2003,4,102.0587355359,0.722,-30.7387940219,1.012,0.098
0648-165,2003,7,102.6024244917,0.996,-16.6277014519,0.752,-0.177
0654+244,2003,1,104.2736481744,0.925,24.3987192609,1.522,0.023
0656+082,2003,47,104.8249834379,0.278,8.2252648436,0.62,-0.553
0657+172,2003,1,105.0063563318,0.064,17.1560283187,0.12,-0.158
0711+356,2003,1,108.6034058693,0.214,35.5777215598,0.271,-0.264
0718+792,2003,126,111.548896983,0.964,79.1919489401,0.144,-0.013
