iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0003-066,2020,44,1.5578871186,0.167,-6.3931488922,0.248,0.174
0007+106,2020,3,2.6291914097,1.173,10.9748624355,0.652,-0.122
0008-264,2020,16,2.7551947126,0.536,-26.2092714194,0.443,-0.026
0009-148,2020,2,2.91856607,0.833,-14.5679541758,0.271,-0.133
0010+405,2020,2,3.3797091847,0.126,40.8603178776,0.136,0.146
0013-005,2020,3,4.0462023,0.268,-0.2534571108,0.265,-0.528
0014+813,2020,4,4.2853117331,2.349,81.5855932589,0.327,0.095
0015-028,2020,1,4.4684297796,1.289,-2.6053384926,1.325,0.051
0016+731,2020,64,4.9407764438,0.378,73.4583382026,0.105,-0.005
0017+200,2020,45,4.9077270504,0.156,20.3626790529,0.179,0.025
0019+058,2020,73,5.6351717159,0.139,6.1345191307,0.186,0.08
0025+197,2020,20,7.1242437067,0.185,20.0074288538,0.199,0.077
0028-017,2020,1,7.7302855232,0.869,-1.4753476991,3.595,-0.443
0035-252,2020,3,9.5613979208,0.106,-24.9839542308,0.231,-0.492
0044-846,2020,1,11.1112053733,3.096,-84.3777744913,0.383,0.653
0045-000,2020,1,12.0796749805,0.809,0.2492042273,3.439,-0.39
0048-097,2020,32,12.6721557501,0.238,-9.4847806529,0.303,0.037
0048-427,2020,11,12.7895908562,0.197,-42.4425815727,0.274,0.137
0054+161,2020,5,14.2303930237,0.456,16.4203724973,0.405,0.281
0055-059,2020,5,14.5211096068,0.214,-5.6645217923,0.262,-0.032
0059+581,2020,60,15.6906765659,0.212,58.4030934855,0.118,0.052
0104-408,2020,88,16.6879498942,0.27,-40.5722112979,0.329,0.002
0107-610,2020,1,17.3144801652,0.571,-60.8301278356,0.443,-0.318
0109+224,2020,18,18.0242696834,0.178,22.7441073215,0.251,0.066
0110+495,2020,4,18.3625283849,0.234,49.8066786682,0.196,-0.081
0111+021,2020,26,18.4297706429,0.191,2.3714767019,0.263,-0.065
0114+074,2020,1,19.3590271121,2.037,7.7048432069,9.137,-0.829
0115-214,2020,3,19.4532505298,0.342,-21.1851758707,0.379,-0.052
0119+041,2020,18,20.4869237849,0.172,4.3735372252,0.42,0.277
0119+115,2020,22,20.4233127933,0.217,11.8306704029,0.435,0.297
0131-522,2020,74,23.2740104206,0.358,-52.0010959623,0.307,0.001
0133+476,2020,54,24.2441451363,0.18,47.8580833364,0.133,-0.025
0134+311,2020,11,24.2863901717,0.474,31.3766266728,0.663,0.11
0137+012,2020,4,24.9887745075,0.659,1.5294830448,0.663,0.156
0138-097,2020,2,25.3576341155,0.219,-9.4787983723,0.167,-0.022
0138-381,2020,1,25.1534188817,4.856,-37.9460603091,4.93,-0.464
0149+218,2020,1,28.0752461259,0.179,22.1188055372,0.201,-0.032
0151+474,2020,22,28.7345411765,0.28,47.7240387595,0.216,0.143
0159+723,2020,3,30.8891016429,1.88,72.5482420442,0.767,-0.413
0201+113,2020,12,30.9444044145,0.193,11.5792803611,0.347,-0.123
0202+149,2020,1,31.210057708,0.271,15.2364010077,0.266,0.405
0202+319,2020,80,31.2705223782,0.129,32.2083598623,0.135,0.028
0202-172,2020,2,31.2403098516,0.111,-17.0221791265,0.217,-0.101
0205+080,2020,1,32.0094775194,1.918,8.2449608088,2.156,0.59
0206+136,2020,9,32.3999930149,0.179,13.8668755481,0.254,-0.015
0207+079,2020,1,32.654408342,1.936,8.206673097,2.183,0.568
0208-512,2020,2,32.6925043673,0.602,-51.0171963064,0.459,0.131
0211+091,2020,1,33.4328565882,2.01,9.4226998314,2.296,0.579
0211+171,2020,4,33.6871372572,0.773,17.3804198824,0.593,-0.116
0212+735,2020,1,34.3783912349,1.982,73.8257208527,0.442,-0.249
0215+015,2020,15,34.4539781475,0.197,1.7471385999,0.224,0.15
0216+011,2020,8,34.7792686988,0.372,1.3499628168,0.397,-0.056
0218-132,2020,1,35.3010518857,1.612,-13.0466181467,3.245,-0.005
0221+067,2020,11,36.1184506128,0.151,6.989817046,0.18,0.099
0222-262,2020,2,36.2953735876,1.637,-26.0552228993,2.809,-0.1
0227+403,2020,4,37.6904612849,0.194,40.548074568,0.317,-0.107
0227-369,2020,1,37.3685376861,0.257,-36.7324508725,0.59,-0.149
0229+072,2020,1,38.0200036775,17.772,7.4348514771,29.228,-0.913
0229+131,2020,17,37.9412254678,0.14,13.3818656133,0.167,0.019
0230-790,2020,2,37.3956107102,0.871,-78.7960004642,0.188,-0.107
0233-133,2020,2,39.0401289712,1.93,-13.1331637063,3.513,-0.308
0234+285,2020,1,39.468372179,0.526,28.8024843179,0.453,-0.014
0235+164,2020,7,39.6622087896,0.186,16.616465169,0.162,0.182
0235-618,2020,1,39.2218563263,1.275,-61.6042189448,2.425,-0.419
0237+040,2020,2,39.9635964041,0.506,4.2726139668,0.254,0.091
