iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002+051,2019,1,1.3342313849,0.431,5.4030006363,0.263,0.284
0002-478,2019,5,1.148564806,0.476,-47.6054457636,0.985,0.18
0003-066,2019,22,1.5578870827,0.133,-6.3931487376,0.177,-0.025
0007+106,2019,3,2.6291912433,0.403,10.9748625621,0.443,-0.004
0008-264,2019,26,2.7551946664,0.413,-26.2092713401,0.461,-0.179
0008-421,2019,1,2.718823438,1.091,-41.8863277163,2.532,0.019
0010+405,2019,4,3.3797091758,0.369,40.8603179882,0.285,-0.257
0010-401,2019,1,3.2496258083,0.327,-39.9072371656,0.638,0.229
0013-005,2019,1,4.0462032135,0.352,-0.2534570261,0.439,-0.407
0014+813,2019,5,4.2853124766,0.938,81.5855931889,0.136,-0.089
0016+731,2019,50,4.9407763786,0.399,73.4583382273,0.112,0.021
0017+200,2019,41,4.9077270849,0.143,20.3626790275,0.15,0.025
0019+058,2019,28,5.6351717025,0.125,6.1345191668,0.221,-0.024
0020+015,2019,1,5.6592713067,0.137,1.7840074744,0.336,-0.096
0025+197,2019,19,7.1242436711,0.258,20.0074288558,0.284,0.077
0027+056,2019,1,7.441234938,2.082,5.9113091912,0.405,0.627
0033+098,2019,1,9.0990299005,0.297,10.1329071982,0.34,-0.082
0034+078,2019,1,9.3841554531,0.32,8.1369612872,0.523,-0.272
0035+413,2019,2,9.6035147607,0.576,41.6183332596,0.33,0.077
0035-037,2019,1,9.586643099,0.407,-3.4997118106,0.274,0.264
0035-252,2019,2,9.5613981743,0.164,-24.9839543818,0.385,-0.631
0038-326,2019,1,10.1277283785,1.075,-32.4223130208,2.871,-0.065
0039+568,2019,1,10.5810480966,0.725,57.1434959819,0.416,0.167
0041+047,2019,1,10.9447112653,0.132,5.0488992857,0.298,-0.121
0046+316,2019,1,12.1964229864,0.115,31.9569681695,0.124,0.263
0047+023,2019,2,12.4301497396,0.087,2.6177162637,0.204,0.297
0047-579,2019,4,12.4978054115,0.776,-57.640927436,0.63,0.012
0048-097,2019,24,12.6721557788,0.202,-9.4847806396,0.25,0.025
