iers_name, year, num_ses, ra, ra_err, dec, dec_err, ra_dec_corr
0000+212, 1996,   2,    0.8306250406,  0.454,  +21.4956966101,  0.928, -0.485
0000+212, 2015,   1,    0.8306250572,  0.107,  +21.4956966541,  0.214, -0.064
0000+212, 2017,   1,    0.8306249970,  0.074,  +21.4956968355,  0.143, -0.136
0000+212, 2018,   1,    0.8306249782,  0.099,  +21.4956967072,  0.195, -0.022
0000-006, 2019,   2,    0.7382305182,  0.225,   -0.4131320408,  0.572, -0.470
0000-160, 2015,   1,    0.8636007170,  0.189,  -15.7848490392,  0.453, -0.155
0000-160, 2017,   1,    0.8636005792,  0.158,  -15.7848485752,  0.407, -0.220
0000-160, 2018,   1,    0.8636006927,  0.307,  -15.7848486807,  0.716, -0.776
0000-160, 2019,   1,    0.8636007190,  0.272,  -15.7848490607,  0.717,  0.033
0000-197, 1997,   2,    0.8278125535,  0.383,  -19.4562096169,  0.777,  0.267
0000-197, 2014,   1,    0.8278126445,  0.307,  -19.4562098607,  0.631,  0.480
0000-197, 2017,   1,    0.8278126663,  0.237,  -19.4562100059,  0.530,  0.080
0000-197, 2018,   1,    0.8278125631,  0.362,  -19.4562099734,  0.775, -0.652
0000-197, 2019,   1,    0.8278125204,  0.244,  -19.4562100146,  0.618,  0.214
0000-199, 2006,   1,    0.8164559362,  1.621,  -19.6973341292,  4.572, -0.815
0000-199, 2014,   1,    0.8164557705,  0.173,  -19.6973338088,  0.409,  0.309
0000-199, 2017,   1,    0.8164559003,  0.133,  -19.6973338469,  0.325, -0.145
0000-199, 2018,   1,    0.8164559467,  0.234,  -19.6973340116,  0.473, -0.751
0000-199, 2019,   1,    0.8164558746,  0.327,  -19.6973340564,  0.896, -0.315
0001+459, 1996,   1,    1.0671985651,  0.199,  +46.2549916993,  0.409,  0.107
0001+459, 2014,   1,    1.0671985107,  0.136,  +46.2549918917,  0.126,  0.212
0001+459, 2017,   1,    1.0671985223,  0.107,  +46.2549918827,  0.160, -0.160
0001+459, 2018,   1,    1.0671985387,  0.067,  +46.2549919258,  0.106,  0.011
0001+459, 2019,   1,    1.0671985469,  0.119,  +46.2549918455,  0.159, -0.219
0001+478, 2014,   1,    0.9418399794,  0.441,  +48.1178154194,  0.444, -0.049
0001+478, 2017,   1,    0.9418399730,  0.358,  +48.1178152709,  0.518, -0.186
0001+478, 2018,   1,    0.9418395597,  0.277,  +48.1178154169,  0.426,  0.041
0001+478, 2019,   1,    0.9418402460,  0.377,  +48.1178153378,  0.489, -0.262
0001-120, 2004,   2,    1.0204791949,  0.784,  -11.8162181833,  1.239,  0.515
0002+051, 1995,   1,    1.3342312807,  1.379,   +5.4030002615,  1.471, -0.105
0002+051, 2014,   1,    1.3342312035,  0.219,   +5.4030010236,  0.347,  0.246
0002+051, 2017,   1,    1.3342313522,  0.131,   +5.4030009405,  0.282, -0.232
0002+051, 2018,   2,    1.3342312584,  0.138,   +5.4030007424,  0.313, -0.011
0002+051, 2019,   3,    1.3342312313,  0.172,   +5.4030009033,  0.233, -0.100
0002+200, 2002,   1,    1.1489929067,  0.161,  +20.3284214650,  0.287,  0.066
0002+200, 2003,   2,    1.1489928155,  0.338,  +20.3284215875,  0.279,  0.083
0002+200, 2017,   1,    1.1489928342,  0.064,  +20.3284216508,  0.116, -0.145
0002+200, 2018,   1,    1.1489928293,  0.077,  +20.3284216254,  0.146, -0.069
0002+541, 1994,   1,    1.2681810274,  0.494,  +54.4735906885,  0.744,  0.462
0002+541, 2013,   1,    1.2681808215,  0.215,  +54.4735901775,  0.185,  0.193
0002+541, 2014,   1,    1.2681807227,  0.229,  +54.4735901761,  0.189, -0.140
0002+541, 2017,   1,    1.2681805477,  0.068,  +54.4735901460,  0.084, -0.125
0002+541, 2018,   1,    1.2681806257,  0.079,  +54.4735901056,  0.102, -0.013
0002-018, 2019,   2,    1.2794658860,  0.184,   -1.5458708206,  0.468, -0.388
0002-170, 1997,   1,    1.3247241492,  0.262,  -16.8012996774,  0.583, -0.553
0002-170, 2014,   1,    1.3247241076,  0.179,  -16.8012995533,  0.422,  0.152
0002-170, 2019,   1,    1.3247240627,  0.177,  -16.8012993857,  0.471, -0.489
0002-350, 2014,   1,    1.2746878580,  0.396,  -34.7637934759,  1.010,  0.729
0002-350, 2017,   2,    1.2746879220,  0.204,  -34.7637932109,  0.553, -0.037
0002-350, 2018,   1,    1.2746879820,  0.256,  -34.7637926933,  0.641,  0.591
0002-350, 2019,   1,    1.2746878998,  0.203,  -34.7637932533,  0.534, -0.262
0002-478, 1993,   1,    1.1485649600,  0.607,  -47.6054449102,  1.496,  0.706
0002-478, 1994,   1,    1.1485647955,  0.605,  -47.6054452969,  0.866,  0.179
0002-478, 1995,   1,    1.1485642651,  0.702,  -47.6054459341,  1.110,  0.619
0002-478, 1996,   1,    1.1485640761,  0.572,  -47.6054444986,  1.148, -0.440
0002-478, 1998,   2,    1.1485636148,  2.143,  -47.6054455426,  1.547,  0.001
0002-478, 2002,   2,    1.1485649157,  0.747,  -47.6054455388,  0.521, -0.704
0002-478, 2003,   3,    1.1485646345,  1.238,  -47.6054453619,  0.841, -0.732
0002-478, 2004,   3,    1.1485644231,  0.348,  -47.6054454788,  0.646,  0.631
0002-478, 2005,   3,    1.1485645736,  0.228,  -47.6054455500,  0.504,  0.724
0002-478, 2006,   2,    1.1485644861,  0.284,  -47.6054457092,  0.459,  0.669
0002-478, 2007,   3,    1.1485643667,  0.229,  -47.6054457500,  0.456,  0.712
0002-478, 2008,   2,    1.1485645307,  0.168,  -47.6054455812,  0.384,  0.522
0002-478, 2010,   1,    1.1485645165,  0.151,  -47.6054454886,  0.249,  0.092
0002-478, 2011,   3,    1.1485647361,  0.514,  -47.6054455001,  1.433, -0.730
0002-478, 2012,   3,    1.1485644921,  0.460,  -47.6054454391,  0.613,  0.407
0002-478, 2013,   3,    1.1485643955,  0.273,  -47.6054456133,  0.408,  0.319
0002-478, 2014,   5,    1.1485645921,  0.238,  -47.6054455617,  0.431,  0.036
0002-478, 2015,   4,    1.1485645180,  0.236,  -47.6054454322,  0.408,  0.286
0002-478, 2016,   4,    1.1485644231,  0.231,  -47.6054456991,  0.363, -0.002
0002-478, 2017,   6,    1.1485646192,  0.239,  -47.6054455669,  0.483, -0.314
0002-478, 2018,   5,    1.1485643802,  0.486,  -47.6054455373,  0.758,  0.021
0002-478, 2019,  10,    1.1485644086,  0.238,  -47.6054455076,  0.428,  0.183
0003+123, 2007,   1,    1.5960671345,  0.576,  +12.5980826644,  0.730,  0.275
0003+123, 2014,   1,    1.5960671729,  0.111,  +12.5980828689,  0.201, -0.131
0003+123, 2017,   1,    1.5960669665,  0.090,  +12.5980827714,  0.173, -0.044
0003+123, 2018,   1,    1.5960669848,  0.080,  +12.5980828163,  0.152, -0.273
0003+123, 2019,   1,    1.5960669522,  0.090,  +12.5980827374,  0.172, -0.081
0003+158, 2016,   1,    1.4968240775,  0.153,  +16.1636170826,  0.237, -0.179
0003+158, 2017,   1,    1.4968240539,  0.092,  +16.1636171236,  0.168, -0.161
0003+158, 2018,   1,    1.4968240695,  0.107,  +16.1636172101,  0.212, -0.385
0003+158, 2019,   1,    1.4968240076,  0.114,  +16.1636172450,  0.234, -0.224
0003+340, 2011,   1,    1.5307606555,  0.119,  +34.3723349727,  0.302,  0.218
0003+340, 2015,   1,    1.5307606769,  0.142,  +34.3723348931,  0.246, -0.123
0003+340, 2017,   1,    1.5307606948,  0.124,  +34.3723349754,  0.270, -0.079
0003+340, 2018,   1,    1.5307606994,  0.209,  +34.3723349375,  0.393, -0.130
0003+340, 2019,   1,    1.5307605866,  0.263,  +34.3723350637,  0.398, -0.375
0003+380, 1992,   1,    1.4882312958,  0.664,  +38.3375412986,  0.445,  0.057
0003+380, 1994,   1,    1.4882307836,  0.280,  +38.3375412306,  0.348, -0.064
0003+380, 1996,   2,    1.4882308656,  0.121,  +38.3375414252,  0.133, -0.330
0003+380, 1997,   1,    1.4882307661,  0.132,  +38.3375413928,  0.157, -0.098
0003+380, 1998,   2,    1.4882308049,  0.072,  +38.3375414075,  0.076, -0.232
0003+380, 1999,   2,    1.4882309104,  0.407,  +38.3375413909,  0.500, -0.301
0003+380, 2000,   1,    1.4882306973,  0.304,  +38.3375415564,  0.415, -0.058
0003+380, 2001,   3,    1.4882308077,  0.728,  +38.3375414042,  0.880,  0.349
0003+380, 2004,   2,    1.4882308820,  0.133,  +38.3375413645,  0.155, -0.174
0003+380, 2005,   4,    1.4882307718,  0.101,  +38.3375413764,  0.139, -0.030
0003+380, 2006,   1,    1.4882308544,  0.189,  +38.3375414332,  0.156,  0.054
0003+380, 2007,   2,    1.4882308586,  0.098,  +38.3375413081,  0.122,  0.053
0003+380, 2008,   4,    1.4882307275,  0.110,  +38.3375413848,  0.170,  0.150
0003+380, 2009,   2,    1.4882307278,  0.064,  +38.3375414264,  0.086, -0.109
0003+380, 2015,   1,    1.4882303956,  2.177,  +38.3375435445, 19.071, -0.944
0003+380, 2018,   1,    1.4882307765,  0.080,  +38.3375414232,  0.136, -0.222
0003-066, 1988,   1,    1.5578870879,  0.464,   -6.3931489621,  0.406,  0.390
0003-066, 1990,   1,    1.5578866217,  3.366,   -6.3931480194,  3.259, -0.996
0003-066, 1991,   1,    1.5578881099,  2.738,   -6.3931494320,  2.669, -0.994
0003-066, 1992,   8,    1.5578870544,  0.640,   -6.3931487052,  2.757, -0.972
0003-066, 1993,   3,    1.5578871511,  0.342,   -6.3931486425,  0.837, -0.940
0003-066, 1994,   1,    1.5578869609,  0.493,   -6.3931485602,  0.768, -0.424
0003-066, 1995,   2,    1.5578870379,  0.171,   -6.3931488991,  0.401, -0.429
0003-066, 1996,  56,    1.5578870094,  0.118,   -6.3931487630,  0.234, -0.224
0003-066, 1997,  75,    1.5578869992,  0.100,   -6.3931487337,  0.242, -0.084
0003-066, 1998,  89,    1.5578870452,  0.129,   -6.3931486450,  0.265,  0.164
0003-066, 1999,  88,    1.5578870332,  0.111,   -6.3931486427,  0.223,  0.098
0003-066, 2000,  73,    1.5578870154,  0.101,   -6.3931486673,  0.195, -0.061
0003-066, 2001, 107,    1.5578870152,  0.129,   -6.3931487049,  0.240, -0.140
0003-066, 2002,  92,    1.5578869881,  0.122,   -6.3931486854,  0.169, -0.068
0003-066, 2003,  90,    1.5578870178,  0.103,   -6.3931486851,  0.202, -0.127
0003-066, 2004,  80,    1.5578870211,  0.118,   -6.3931486867,  0.208,  0.036
0003-066, 2005, 118,    1.5578870314,  0.146,   -6.3931486520,  0.201, -0.129
0003-066, 2006,  81,    1.5578869949,  0.173,   -6.3931486396,  0.248, -0.135
0003-066, 2007,  70,    1.5578870086,  0.169,   -6.3931486823,  0.304, -0.283
0003-066, 2008,  87,    1.5578870193,  0.158,   -6.3931487528,  0.262,  0.174
0003-066, 2009,  70,    1.5578869911,  0.234,   -6.3931487329,  0.465,  0.056
0003-066, 2010,  40,    1.5578869978,  0.186,   -6.3931487326,  0.681,  0.032
0003-066, 2011,  29,    1.5578870457,  0.137,   -6.3931486467,  0.225,  0.218
0003-066, 2012,  26,    1.5578870514,  0.132,   -6.3931486018,  0.279,  0.063
0003-066, 2013,  42,    1.5578870837,  0.174,   -6.3931485464,  0.298,  0.216
0003-066, 2014,  76,    1.5578870721,  0.172,   -6.3931486027,  0.262,  0.326
0003-066, 2015,  71,    1.5578870211,  0.118,   -6.3931486705,  0.087,  0.041
0003-066, 2016,  44,    1.5578870143,  0.135,   -6.3931487046,  0.096, -0.130
0003-066, 2017,  41,    1.5578870176,  0.092,   -6.3931486769,  0.089,  0.108
0003-066, 2018,  51,    1.5578870107,  0.099,   -6.3931486722,  0.073,  0.026
0003-066, 2019,  31,    1.5578870131,  0.076,   -6.3931486883,  0.083,  0.082
0003-066, 2020,  51,    1.5578870066,  0.109,   -6.3931487094,  0.107,  0.295
0003-302, 2002,   1,    1.5046799732,  1.743,  -29.9305829563,  3.773,  0.858
0003-302, 2014,   1,    1.5046806121,  0.354,  -29.9305824442,  0.824,  0.673
