iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0000-197,   6,   0,   0,   0,   0.828, -19.456,  +0.00136,  -0.05842, 0.01143, 0.02449,-0.18924
0000-199,   5,   0,   0,   0,   0.816, -19.697,  +0.08943,  -0.16976, 0.03451, 0.09016,-0.21868
0001+459,   5,   0,   0,   0,   1.067,  46.255,  -0.00302,  +0.03187, 0.00573, 0.01573, 0.08496
0001-120,   5,   0,   0,   0,   1.020, -11.816,  +0.00937,  -0.03037, 0.00370, 0.00848,-0.16544
0002+051,   7,   1,   0,   1,   1.334,   5.403,  -0.01275,  -0.00953, 0.05010, 0.06485, 0.02945
0002+200,   5,   0,   0,   0,   1.149,  20.328,  -0.01126,  +0.02545, 0.00873, 0.01255, 0.03853
0002+541,   3,   2,   2,   0,   1.268,  54.474,,,,,
0002-170,   5,   0,   0,   0,   1.325, -16.801,  -0.00945,  +0.02734, 0.01121, 0.02674,-0.53436
0002-350,   5,   0,   0,   0,   1.275, -34.764,  -0.04255,  +0.25548, 0.07247, 0.22739, 0.35101
0002-478,  56,  12,  12,   1,   1.149, -47.605,  -0.00971,  -0.00987, 0.00559, 0.01441, 0.24924
0003+123,   4,   1,   1,   0,   1.596,  12.598,,,,,
0003+380,  24,   6,   5,   1,   1.488,  38.338,  -0.00603,  +0.00266, 0.00437, 0.00741,-0.14585
0003-066,1577, 141,  74,  93,   1.558,  -6.393,  +0.00058,  -0.00324, 0.00071, 0.00092,-0.03280
0003-302,   5,   0,   0,   0,   1.505, -29.931,  +0.04496,  -0.11753, 0.05872, 0.14983, 0.64307
0005+114,   5,   0,   0,   0,   2.003,  11.734,  -0.03098,  -0.01470, 0.02663, 0.03971,-0.15390
0005+568,   4,   1,   0,   1,   1.952,  57.103,,,,,
0005+683,   4,   2,   2,   0,   2.139,  68.623,,,,,
0005-239,   7,   1,   0,   1,   2.002, -23.655,  -0.02629,  +0.04388, 0.01296, 0.02960,-0.68262
0005-262,   6,   0,   0,   0,   2.109, -25.987,  -0.00392,  +0.02143, 0.01361, 0.03654, 0.32264
0006+061,   5,   0,   0,   0,   2.266,   6.473,  -0.00922,  +0.04878, 0.01301, 0.02891, 0.09504
0006+397,   4,   1,   1,   0,   2.267,  40.030,,,,,
0006-363,   6,   0,   0,   0,   2.140, -36.024,  -0.24768,  +0.04222, 0.11098, 0.51792, 0.52769
0007+171,  20,  10,  10,   0,   2.642,  17.405,  +0.05102,  -0.00921, 0.01367, 0.02470, 0.16029
0007+439,   5,   0,   0,   0,   2.625,  44.212,  +0.01810,  +0.07869, 0.02154, 0.06224, 0.16490
0007-048,   7,   0,   0,   0,   2.502,  -4.563,  -0.06229,  -0.07765, 0.03620, 0.07767,-0.01561
0007-325,   6,   0,   0,   0,   2.398, -32.277,  -0.04050,  +0.03785, 0.03085, 0.07460,-0.71575
0008+006,   4,   1,   0,   1,   2.877,   0.964,,,,,
0008+704,   3,   2,   2,   0,   2.883,  70.759,,,,,
0008-222,   5,   0,   0,   0,   2.724, -21.951,  -0.00609,  +0.00279, 0.00899, 0.02415,-0.25001
0008-264, 332,  20,  12,  11,   2.755, -26.209,  -0.01064,  +0.04042, 0.00551, 0.00763,-0.15263
0008-307,   5,   0,   0,   0,   2.649, -30.463,  -0.04283,  -0.00333, 0.03662, 0.10483, 0.43056
0008-311,   5,   0,   0,   0,   2.645, -30.904,  +0.06149,  -0.04022, 0.03569, 0.11024,-0.12408
0008-421,   4,   7,   6,   4,   2.719, -41.886,,,,,
0009+081,   8,   0,   0,   0,   2.897,   8.399,  -0.00834,  -0.02884, 0.01050, 0.02099,-0.35765
0009+467,   5,   0,   0,   0,   3.122,  47.076,  -0.01088,  -0.05478, 0.02725, 0.06622,-0.23285
0009+655,   2,   3,   3,   1,   3.157,  65.853,,,,,
0009-148,   9,   0,   0,   0,   2.919, -14.568,  -0.01170,  -0.05052, 0.03050, 0.04853, 0.17178
0010+336,   5,   0,   0,   0,   3.197,  33.894,  -0.04402,  +0.03835, 0.01548, 0.03138,-0.50249
0010+405,  88,   7,   6,   1,   3.380,  40.860,  +0.00074,  +0.00283, 0.00171, 0.00330,-0.18512
0010+463,   5,   0,   0,   0,   3.319,  46.602,  -0.02767,  +0.05561, 0.02816, 0.04356,-0.43360
0010-155,   5,   0,   0,   0,   3.336, -15.230,  +0.00603,  -0.07779, 0.02298, 0.05571,-0.09904
0010-401,  16,   3,   2,   1,   3.250, -39.907,  +0.00284,  +0.09546, 0.01453, 0.04649, 0.24434
0011+189,   5,   0,   0,   0,   3.485,  19.178,  -0.00754,  +0.02002, 0.01724, 0.04070, 0.05387
0011-046,   7,   0,   0,   0,   3.476,  -4.398,  +0.01891,  -0.03476, 0.00502, 0.01182,-0.31732
0012+319,   5,   0,   0,   0,   3.776,  32.270,  +0.01954,  -0.03148, 0.00696, 0.01579,-0.21288
0012+610,   3,   2,   2,   0,   3.703,  61.295,,,,,
0012-184,   5,   0,   0,   0,   3.760, -18.214,  -0.00989,  +0.02474, 0.00864, 0.02208, 0.12568
0013-005,  92,   2,   1,   2,   4.046,  -0.253,  -0.00154,  -0.00714, 0.00221, 0.00266,-0.73617
0013-184,   5,   0,   0,   0,   3.893, -18.124,  -0.00051,  +0.05675, 0.04480, 0.10689,-0.31172
0014+813, 414, 921, 905,  89,   4.285,  81.586,  -0.00068,  -0.00246, 0.00041, 0.00320,-0.04062
0015+529,   3,   2,   2,   0,   4.466,  53.205,,,,,
0015-054,   0,   7,   4,   6,   4.399,  -5.212,,,,,
0015-280,   5,   0,   0,   0,   4.496, -27.806,  -0.08293,  +0.20594, 0.04698, 0.13739, 0.25093
0016+731, 260, 868, 857, 107,   4.941,  73.458,  -0.00112,  -0.00033, 0.00032, 0.00110,-0.05897
0016-223,   6,   0,   0,   0,   4.845, -22.091,  +0.19907,  -0.21036, 0.08918, 0.25036,-0.53484
0017+200, 374,  62,  42,  31,   4.908,  20.363,  -0.01108,  +0.00206, 0.00196, 0.00226,-0.05236
0017+257,   5,   0,   0,   0,   4.916,  26.048,  +0.00726,  -0.05080, 0.00540, 0.01336,-0.26965
0017-307,   5,   0,   0,   0,   4.928, -30.522,  -0.02640,  -0.02313, 0.01548, 0.04451,-0.01428
