iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0003-066,2020,16,1.557886988,0.017,-6.3931487962,0.087,0.118
0008-264,2020,9,2.755194769,0.358,-26.2092713671,0.25,0.08
0010+405,2020,1,3.3797091895,0.099,40.8603178469,0.123,0.178
0013-005,2020,2,4.0462023504,0.269,-0.2534571096,0.271,-0.629
0014+813,2020,3,4.2853119006,1.454,81.5855933138,0.181,0.092
0015-028,2020,1,4.4684318792,0.32,-2.6053387435,0.281,-0.458
0016+731,2020,43,4.9407762699,0.087,73.458338264,0.022,-0.07
0017+200,2020,32,4.9077270523,0.042,20.3626791076,0.07,0.019
0019+058,2020,43,5.6351716637,0.035,6.1345191652,0.077,0.063
0025+197,2020,13,7.1242436283,0.072,20.0074289752,0.095,-0.052
0026-015,2020,1,7.2541084046,0.525,-1.2282665818,0.334,0.785
0028-017,2020,1,7.7302851115,0.334,-1.4753467074,0.283,-0.028
0029-414,2020,1,7.8669177037,0.425,-41.1377452369,1.354,-0.147
0031+211,2020,1,8.5701650102,0.166,21.4448883025,0.279,-0.371
0034+214,2020,1,9.3480867687,0.138,21.6980903086,0.223,-0.307
0035+186,2020,1,9.6203823527,0.134,18.9382309947,0.234,-0.258
0035-252,2020,3,9.561397862,0.087,-24.9839541271,0.175,-0.257
0035-340,2020,1,9.3702685567,0.187,-33.7451152056,0.531,-0.335
0044-846,2020,1,11.1112055928,3.087,-84.3777743991,0.389,0.744
0045-000,2020,1,12.0796745715,0.324,0.2492051525,0.289,-0.202
0048-097,2020,21,12.6721557259,0.107,-9.4847806507,0.113,0.069
0048-427,2020,7,12.7895910249,0.211,-42.4425815337,0.296,-0.176
0054+161,2020,5,14.2303930399,0.077,16.420372554,0.107,-0.123
0055-059,2020,4,14.5211095674,0.182,-5.6645217764,0.149,0.039
0059+581,2020,42,15.690676535,0.036,58.4030935153,0.018,-0.019
0104-408,2020,50,16.6879498354,0.202,-40.5722112111,0.214,-0.075
0105+129,2020,1,16.9415076141,0.462,13.2014421581,0.283,0.694
0109+224,2020,11,18.0242696348,0.284,22.7441073503,0.257,0.234
0110+495,2020,1,18.362528327,0.157,49.8066787632,0.12,-0.13
0111+021,2020,13,18.4297706037,0.189,2.3714767601,0.151,-0.098
0114+074,2020,1,19.3590269147,1.962,7.7048429457,8.842,-0.966
0115-214,2020,3,19.453250475,0.336,-21.1851758142,0.177,0.482
0119+041,2020,17,20.4869236213,0.054,4.3735373943,0.229,0.031
0119+115,2020,11,20.4233127085,0.129,11.830670387,0.303,0.43
0131-522,2020,43,23.2740103475,0.293,-52.0010958694,0.244,0.02
0133+476,2020,40,24.2441450741,0.043,47.8580833853,0.033,-0.12
0134+311,2020,10,24.2863901719,0.384,31.3766266359,0.629,0.152
0137+012,2020,3,24.9887741282,0.356,1.5294830474,0.307,0.472
0138-097,2020,1,25.3576340733,0.216,-9.4787983689,0.121,0.015
0149+218,2020,1,28.0752460264,0.137,22.1188055596,0.14,0.034
0151+474,2020,10,28.7345411545,0.256,47.7240388142,0.211,0.198
0159+723,2020,1,30.8891042991,4.6,72.5482405548,1.047,-0.463
0201+113,2020,10,30.9444044573,0.119,11.5792804645,0.297,-0.195
0202+149,2020,1,31.2100578876,0.158,15.2364011012,0.217,0.207
0202+319,2020,42,31.2705223579,0.024,32.2083599022,0.032,0.024
0202-172,2020,2,31.2403097302,0.095,-17.022177842,0.104,-0.071
0205+080,2020,1,32.0094791614,0.691,8.2449628753,0.653,-0.262
0206+136,2020,7,32.3999929954,0.118,13.8668755651,0.135,-0.092
0207+079,2020,1,32.6544101483,0.758,8.2066750481,0.756,-0.359
0208-512,2020,1,32.6925020727,0.752,-51.0171921078,0.329,0.625
0211+091,2020,1,33.4328584043,0.987,9.4227017323,0.911,-0.31
0211+171,2020,3,33.6871368511,0.404,17.3804199358,0.215,-0.047
0212+735,2020,1,34.3783896988,1.608,73.8257280879,0.366,-0.346
0215+015,2020,7,34.4539781119,0.108,1.7471386162,0.099,0.139
0216+011,2020,1,34.7792686108,0.222,1.3499628733,0.243,-0.434
0217+166,2020,1,35.0031621244,0.539,16.8746082507,0.341,0.68
0218-132,2020,1,35.3010520357,0.239,-13.046616924,0.318,-0.084
0221+067,2020,4,36.1184507145,0.094,6.9898171383,0.066,-0.023
0222-262,2020,1,36.2953731423,0.193,-26.0552215518,0.202,-0.117
0227+403,2020,4,37.6904616228,0.155,40.5480746462,0.152,-0.011
0227-369,2020,4,37.3685377011,0.125,-36.7324506585,0.325,-0.161
0229+131,2020,16,37.9412255235,0.03,13.381865651,0.081,0.049
0230-790,2020,1,37.3956106821,0.526,-78.796000578,0.13,-0.066
0233-133,2020,1,39.0401286119,0.309,-13.1331621153,0.618,0.221
0234+285,2020,1,39.468357042,0.355,28.8024974242,0.285,0.743
0235+091,2020,1,39.4188724231,0.741,9.3171229741,0.513,0.689
0235+164,2020,4,39.6622087999,0.147,16.616465193,0.102,0.267
0237+040,2020,1,39.963596162,0.465,4.2726143053,0.167,0.164
0237+185,2020,1,40.1784003928,0.515,18.8000151544,0.302,0.6
0237-027,2020,12,39.9394677961,0.083,-2.5780318015,0.099,0.213
0238-084,2020,2,40.2699939242,0.26,-8.255764279,0.18,0.389
0239+175,2020,1,40.6011174235,1.058,17.7163465077,2.752,0.893
0241+622,2020,2,41.2404031404,2.149,62.4684766558,1.135,0.03
0247+16A,2020,1,42.5725322327,0.603,17.1356452404,2.824,-0.794
0249+171,2020,1,43.0321611584,0.665,17.3118580479,0.36,0.757
0254+155,2020,1,44.228818322,0.165,15.7120015751,0.162,-0.374
0256+148,2020,1,44.7835808316,0.291,15.0508042142,0.268,-0.393
0256-005,2020,20,44.868817293,0.2,-0.3333265138,0.173,-0.152
0300+129,2020,1,45.7834795351,1.009,13.1496636843,3.847,-0.939
0300+470,2020,2,45.8968425733,0.186,47.2711876667,0.142,-0.177
0302+625,2020,2,46.6777477321,1.656,62.7172287383,2.889,0.062
0302-623,2020,2,45.9609627847,0.511,-62.1904306073,0.33,0.208
0306+102,2020,2,47.2650978913,0.089,10.4878725275,0.086,0.085
0307+380,2020,20,47.7078330177,0.173,38.2482882997,0.164,0.11
0308-611,2020,50,47.4837464483,0.295,-60.9775156114,0.163,0.323
0312+100,2020,3,48.8380825511,0.208,10.2119677911,0.181,-0.201
0315+291,2020,1,49.750460074,0.149,29.3719944889,0.204,-0.249
0315+389,2020,1,49.7790918991,0.162,39.0888745099,0.171,-0.118
0316+413,2020,2,49.9506683963,2.871,41.5116948509,3.975,-0.064
0316-444,2020,1,49.4903306428,3.221,-44.2381004426,2.856,-0.981
