iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0002+200,2003,2,1.1489928162,0.361,20.3284215793,0.279,0.084
0003-066,2003,90,1.5578870495,0.104,-6.3931487003,0.203,-0.133
0007+171,2003,1,2.6416280861,0.612,17.4052115946,0.322,0.012
0008-264,2003,5,2.7551948794,0.481,-26.2092714958,0.288,0.004
0014+813,2003,126,4.2853121081,0.634,81.5855935154,0.105,-0.046
0017+200,2003,2,4.9077270747,0.104,20.3626790918,0.088,0.085
0025+197,2003,1,7.1242437467,0.25,20.0074289066,0.363,0.13
0037-593,2003,2,10.0327063898,20.61,-59.0646581989,6.48,-0.879
0039+230,2003,1,10.51893815,0.063,23.3336282842,0.105,-0.259
0047-579,2003,2,12.4978049472,2.995,-57.6409277882,1.12,-0.024
0048-097,2003,63,12.6721557754,0.141,-9.4847806383,0.189,-0.192
0048-427,2003,7,12.7895909144,0.211,-42.4425813578,0.514,-0.023
0056-572,2003,1,14.694086733,4.852,-56.9865197571,1.216,-0.578
0059+581,2003,127,15.690676586,0.09,58.4030934892,0.054,-0.024
0104-408,2003,64,16.6879498704,0.343,-40.5722112243,0.411,-0.143
0106+013,2003,77,17.1615463051,0.114,1.5834215022,0.12,-0.017
0107-610,2003,2,17.3144800264,0.314,-60.8301277182,0.486,-0.29
0109+224,2003,2,18.0242696758,0.941,22.7441072979,0.524,-0.035
0111+021,2003,1,18.4297706085,0.101,2.3714769184,0.238,0.048
0118+111,2003,1,20.3708299983,0.477,11.4501399457,0.583,-0.353
0118-272,2003,3,20.1319309243,0.377,-27.0235146647,0.496,-0.39
0119+041,2003,16,20.4869237688,0.077,4.3735373511,0.168,-0.265
0119+115,2003,130,20.4233126655,0.106,11.8306702334,0.247,-0.091
0123+257,2003,1,21.678303196,1.208,25.9836940526,0.785,0.167
0130-171,2003,7,23.1811978063,0.49,-16.9134783121,0.333,0.458
0133+476,2003,141,24.2441450116,0.086,47.8580833604,0.072,-0.063
0135-247,2003,3,24.4097768003,0.554,-24.514968213,0.313,-0.089
0148+546,2003,1,27.901190655,0.777,54.9104688436,0.872,-0.307
0150-334,2003,2,28.2921738793,3.019,-33.1738502055,1.175,-0.623
0152+043,2003,1,28.7655234725,1.803,4.6417633973,1.013,0.024
0201+113,2003,49,30.9444043881,0.103,11.5792804242,0.208,-0.295
0202+149,2003,125,31.2100578562,0.087,15.2364011054,0.122,-0.114
0208-512,2003,16,32.6925019189,0.733,-51.0171922148,0.427,0.004
0212+735,2003,1,34.378389757,0.117,73.8257281767,0.03,0.052
0214-522,2003,2,34.013335115,18.077,-52.0034676481,4.07,-0.842
0215+015,2003,1,34.4539781618,0.154,1.7471387834,0.416,-0.143
0220-349,2003,5,35.7350070276,1.154,-34.6913139214,0.593,0.229
0229+131,2003,68,37.9412251951,0.11,13.381865632,0.223,-0.106
0230-790,2003,2,37.3956112469,1.846,-78.796000522,0.417,-0.137
0234+285,2003,5,39.4683569515,0.039,28.8024972309,0.055,-0.216
0235+164,2003,61,39.6622087679,0.08,16.6164651985,0.104,0.0
0235-618,2003,2,39.2218572384,0.538,-61.6042177274,0.325,0.34
0237+040,2003,1,39.9635960379,0.097,4.2726143763,0.19,-0.247
0237-027,2003,1,39.9394677733,0.082,-2.5780317197,0.179,-0.244
0237-233,2003,4,40.034060032,1.855,-23.154369382,0.904,0.341
0238+711,2003,1,40.8787138692,0.571,71.3383066991,0.243,-0.138
0238-084,2003,6,40.2699936381,0.109,-8.2557644045,0.24,0.199
0239+108,2003,1,40.621545221,0.072,11.0168688498,0.168,-0.279
0256+075,2003,1,44.8628192395,0.066,7.7943453092,0.154,-0.423
0302+625,2003,1,46.6777480784,0.13,62.7172289118,0.063,-0.009
0302-623,2003,1,45.9609540619,13.789,-62.1904405697,15.453,0.9
0306+102,2003,5,47.265097831,0.609,10.4878724693,0.386,-0.043
0306+274,2003,1,47.3420698675,0.632,27.6484350917,2.36,0.468
0308-611,2003,2,47.4837471287,8.298,-60.9775151902,1.815,-0.493
0309+411,2003,1,48.2581754132,0.073,41.3336621626,0.087,-0.227
0316+413,2003,3,49.9506666244,4.288,41.5116970783,2.576,0.45
0319+121,2003,1,50.47126458,0.08,12.3538759952,0.16,-0.235
0334-546,2003,2,53.9746867926,0.37,-54.5069765317,0.401,0.542
0335-364,2003,2,54.2250980848,0.392,-36.2683955774,0.639,0.276
0336-019,2003,145,54.8789074882,0.107,-1.7766122655,0.114,0.012
0352+605,2003,1,59.104994729,0.456,60.7327723168,0.312,0.01
0354+231,2003,2,59.3400411606,0.35,23.3316181545,0.359,-0.046
0355+508,2003,3,59.8739468811,4.857,50.9639341607,1.98,0.056
0355-669,2003,2,58.9495140956,1.017,-66.7593936849,0.34,0.483
0358+210,2003,2,60.4381919673,0.161,21.1746074802,0.154,-0.009
0400-319,2003,3,60.5886083892,0.901,-31.7905404387,0.443,-0.208
0402-362,2003,21,60.9739578452,0.135,-36.0838647164,0.303,0.539
0405+304,2003,1,62.0849065802,0.243,30.5418029828,0.372,0.384
0405-123,2003,2,61.9517959046,0.592,-12.1935165206,0.461,-0.171
0405-385,2003,38,61.7459806073,0.515,-38.441122884,0.399,-0.58
0406-127,2003,1,62.2740404865,0.067,-12.6467066139,0.157,-0.189
0409+229,2003,1,63.1819453352,0.084,23.0848479275,0.144,-0.341
0414-189,2003,6,64.1522685355,0.177,-18.8523167351,0.298,-0.051
0420+417,2003,1,65.9833741475,0.064,41.8340868957,0.055,-0.072
0421+683,2003,1,66.7086237919,3.658,68.4313694107,0.665,-0.782
0422-380,2003,1,66.176015359,0.161,-37.9391067547,0.196,-0.078
0429+174,2003,1,67.9890851051,6.599,17.5266085318,6.317,0.972
0430+052,2003,6,68.2962315209,0.07,5.3543387397,0.115,0.095
0434-188,2003,4,69.2561780537,0.126,-18.7468372591,0.26,-0.137
0437-454,2003,4,69.7535613689,1.74,-45.372933915,1.54,0.416
0438-436,2003,1,70.0715836344,0.987,-43.5523902136,0.457,-0.809
0440-003,2003,1,70.6610864135,0.045,-0.2953946639,0.103,-0.03
0451-282,2003,5,73.3110283327,0.456,-28.1270351081,0.424,-0.164
0454+844,2003,1,77.1765141306,3.888,84.5345955921,0.514,-0.006
0454-234,2003,144,74.2632467944,0.159,-23.41445006,0.128,-0.007
0454-463,2003,1,73.9615514122,1.159,-46.2662997679,0.538,-0.803
0454-810,2003,1,72.5226679895,6.119,-81.0172864418,0.671,0.083
0458+138,2003,1,75.4386284179,0.082,13.935339028,0.155,0.119
0458-020,2003,51,75.3033744926,0.096,-1.9872934247,0.231,-0.362
0501+279,2003,1,76.2262771497,0.454,28.0422171812,0.864,-0.095
0502+049,2003,2,76.3466029162,0.406,4.9952011368,0.235,0.121
0503-608,2003,1,76.007090722,33.511,-60.8312575719,29.804,-0.874
0506+101,2003,1,77.3644044726,0.104,10.1957221247,0.269,-0.206
0506-612,2003,3,76.6832857106,3.423,-61.1613878062,1.877,-0.845
0514+330,2003,1,79.5214270389,0.381,33.1037123832,0.438,0.002
0515+208,2003,3,79.5159354566,0.172,20.9145825897,0.248,-0.025
0516-621,2003,1,79.1872024284,19.063,-62.1181705115,14.735,-0.889
0518+705,2003,1,81.0559722299,0.732,70.5813625192,0.225,0.337
0521-365,2003,2,80.7416026816,0.153,-36.4585697094,0.431,0.572
0522-611,2003,2,80.6434398715,1.45,-61.1325368334,0.649,-0.564
0524-460,2003,2,81.3808339562,0.316,-45.965190197,0.482,-0.13
0528+134,2003,87,82.7350698064,0.081,13.5319860054,0.133,-0.005
0528-250,2003,1,82.5331782474,0.142,-25.0583051526,0.425,-0.158
0534-340,2003,8,84.1184680802,0.306,-34.0198524724,0.835,0.274
0534-611,2003,1,83.6490508307,13.269,-61.1019641433,4.927,-0.927
0536+145,2003,10,84.9265249704,0.178,14.5626560175,0.236,-0.148
0537-158,2003,1,84.8833757,0.836,-15.8417555844,0.547,-0.228
0537-286,2003,5,84.9761727804,0.141,-28.6655410805,0.282,-0.014
0537-441,2003,45,84.7098398212,0.272,-44.0858163684,0.278,0.245
0539-057,2003,2,85.4086806852,0.101,-5.69706344,0.227,0.022
0543-735,2003,2,85.4615634559,13.723,-73.5375963937,2.519,-0.146
0549+192,2003,1,88.1078544748,0.729,19.227852438,0.742,-0.448
0550+032,2003,1,88.2087559131,0.956,3.2242349028,4.197,-0.114
0552+398,2003,162,88.8783567433,0.073,39.813656957,0.073,-0.006
0556+238,2003,40,89.8834713663,0.157,23.8983129725,0.264,-0.002
0602+673,2003,63,91.9694650632,0.2,67.3487250191,0.102,-0.145
0607-157,2003,65,92.4206230191,0.124,-15.7112979619,0.089,0.034
0610+171,2003,1,93.4015000571,0.554,17.1402612929,2.641,0.731
0611+131,2003,1,93.4903864422,0.08,13.1126111865,0.244,-0.156
0625+034,2003,1,96.9095147651,0.579,3.4165237369,0.712,-0.001
0628-627,2003,2,97.2395315732,11.821,-62.8124288879,2.344,-0.055
0629-418,2003,4,97.7999918086,3.559,-41.9074849613,2.05,-0.13
0636+680,2003,1,100.5177395277,0.372,67.9765612643,0.143,0.007
0637-337,2003,2,99.8371027478,1.105,-33.766698126,0.527,0.07
0637-752,2003,2,98.9437810583,15.357,-75.2713374829,2.145,-0.194
0642+449,2003,125,101.6334416443,0.092,44.8546083721,0.082,-0.014
0646-306,2003,4,102.0587352579,0.518,-30.738794228,0.487,0.315
0648-165,2003,7,102.6024243745,0.428,-16.6277014902,0.226,0.231
0654+244,2003,1,104.2736484786,0.794,24.398720434,0.562,0.047
0656+082,2003,47,104.8249834188,0.269,8.225264839,0.569,-0.637
0657+172,2003,1,105.0063563765,0.062,17.156028227,0.118,-0.163
0711+356,2003,1,108.6034059072,0.218,35.5777215925,0.277,-0.289
0718+792,2003,127,111.5488970512,0.826,79.1919489578,0.12,0.067
0722+145,2003,7,111.3200323501,0.069,14.420485122,0.208,-0.164
