iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0008-264,1989,1,2.7551945842,0.877,-26.2092714529,0.26,-0.009
0014+813,1989,2,4.2853140497,2.895,81.5855936857,0.473,0.244
0016+731,1989,3,4.9407764981,0.345,73.4583382488,0.093,-0.062
0026+346,1989,3,7.3093445021,1.97,34.9422914413,2.144,0.823
0048-097,1989,22,12.6721558068,0.291,-9.4847806035,0.141,0.039
0056-001,1989,1,14.7729783695,7.84,0.1143393618,22.404,0.989
0104-408,1989,2,16.6879484841,1.296,-40.5722114395,0.545,-0.567
0106+013,1989,166,17.1615462421,0.583,1.5834214463,1.186,0.194
0112-017,1989,2,18.8212497607,0.452,-1.4512713242,0.422,-0.368
0119+041,1989,51,20.4869237417,0.22,4.3735373314,0.333,0.443
0133+476,1989,31,24.2441450532,0.621,47.8580833745,0.458,0.201
0135-247,1989,2,24.4097765667,0.755,-24.5149682418,0.208,-0.003
0146+056,1989,3,27.3432122728,0.452,5.9315466271,0.995,0.677
0149+218,1989,1,28.075246061,0.432,22.118805563,0.455,0.351
0153+744,1989,1,29.3956872657,2.506,74.7120086872,0.443,0.028
0201+113,1989,12,30.9444044616,1.044,11.5792806851,1.591,0.764
0202+149,1989,35,31.2100579386,0.522,15.2364009002,0.571,0.555
0202+319,1989,1,31.2705224739,0.842,32.2083596618,0.551,0.339
0202-172,1989,1,31.2403099208,0.449,-17.0221778267,0.175,-0.117
0212+735,1989,129,34.3783888768,0.486,73.8257283152,0.127,-0.098
0220-349,1989,2,35.735006573,0.879,-34.6913140095,0.357,-0.171
0221+067,1989,1,36.1184508609,0.777,6.9898141683,12.126,-0.873
0229+131,1989,96,37.9412252339,0.261,13.3818656898,0.332,-0.411
0234+285,1989,89,39.4683569559,0.123,28.8024972162,0.154,0.108
0235+164,1989,7,39.6622089128,0.535,16.6164651922,0.698,0.36
0256+075,1989,4,44.8628199971,0.464,7.794346133,1.317,0.958
0300+470,1989,79,45.896842598,0.23,47.2711876003,0.161,-0.015
0306+102,1989,2,47.2650980073,0.627,10.4878731012,2.633,-0.851
0308-611,1989,1,47.4837458368,2.13,-60.9775153439,1.08,-0.052
0309+411,1989,3,48.2581755086,0.625,41.3336621871,0.489,0.184
0316+413,1989,31,49.9506670979,0.658,41.5116950681,0.542,0.126
0319+121,1989,1,50.4712640156,0.347,12.3538757193,0.721,0.295
0326+277,1989,1,52.4902885386,1.373,27.9376393144,1.042,-0.977
0332-403,1989,2,53.5568938422,1.024,-40.1403884939,0.426,-0.325
0333+321,1989,3,54.1254490425,0.564,32.3081510461,0.681,0.206
0336-019,1989,18,54.8789074721,0.434,-1.7766123469,0.592,0.924
0355+508,1989,62,59.8739469335,0.615,50.9639337958,0.365,0.142
0400+258,1989,4,60.7732752405,0.635,26.0004175275,0.526,0.099
0402-362,1989,2,60.973958395,1.137,-36.0838688292,5.522,-0.713
0406+121,1989,2,62.3417023196,1.53,12.2944017049,1.036,0.457
0406-127,1989,1,62.2740405471,2.481,-12.6467066881,2.337,-0.992
0420+417,1989,5,65.9833740249,0.631,41.8340870403,0.405,0.433
0420-014,1989,221,65.815836288,0.229,-1.3425181775,0.316,0.023
0426-380,1989,2,67.1684344348,0.507,-37.938772355,0.256,-0.484
0434-188,1989,3,69.2561779531,0.649,-18.7468369338,0.302,-0.332
0440-003,1989,4,70.6610866061,0.774,-0.2953941976,1.4,0.835
0446+112,1989,1,72.2819629019,0.629,11.3579440408,7.245,-0.78
0454+844,1989,1,77.176515042,5.441,84.5345953212,0.558,-0.079
0454-234,1989,42,74.2632468297,0.387,-23.4144500615,0.314,-0.54
0454-810,1989,1,72.5226676825,6.672,-81.0172862984,1.105,0.164
0457+024,1989,2,74.9668775008,1.491,2.4919932761,1.178,0.551
0458+138,1989,1,75.4386277944,3.033,13.9353393355,2.888,-0.992
0458-020,1989,2,75.3033743576,1.328,-1.9872938806,2.435,0.501
0459+060,1989,1,75.5643584454,3.215,6.1520812631,3.022,-0.995
0500+019,1989,1,75.8383229866,2.435,2.0513017409,6.607,0.982
0502+049,1989,1,76.3466042697,8.93,4.9952000284,7.761,-0.998
0507+179,1989,1,77.5098714115,0.553,18.0115501816,3.718,-0.612
0511-220,1989,1,78.4546431246,1.612,-21.9878033558,1.361,-0.964
0522-611,1989,1,80.6434404155,3.313,-61.1325371239,1.675,0.31
0528+134,1989,183,82.7350698345,0.205,13.5319859624,0.276,0.115
0528-250,1989,1,82.5331784681,0.783,-25.0583054464,0.29,-0.209
0530-727,1989,2,82.3751741994,3.658,-72.7579187928,0.851,-0.445
0537-441,1989,1,84.7098394475,1.79,-44.085816222,0.704,-0.853
0544+273,1989,1,86.8922870118,2.554,27.3657896597,1.999,-0.975
0552+398,1989,233,88.8783567909,0.16,39.8136569613,0.155,-0.051
0556+238,1989,1,89.8834714316,0.432,23.898312907,2.685,-0.356
0609+607,1989,6,93.599442585,0.926,60.7727097997,0.434,0.128
0611+131,1989,1,93.4903861638,2.533,13.1126119037,2.361,-0.992
0615+820,1989,3,96.5125266152,4.795,82.0404358229,0.649,0.307
0629-418,1989,1,97.7999916024,2.257,-41.9074854394,0.76,-0.149
0637-752,1989,2,98.9437815159,2.831,-75.2713378086,0.362,-0.098
0642+449,1989,4,101.6334417462,0.449,44.8546083538,0.265,0.228
0646-306,1989,2,102.0587353458,0.608,-30.7387944496,0.234,-0.1
0657+172,1989,3,105.0063565186,0.541,17.1560281341,0.641,0.306
0707+476,1989,1,107.692103665,0.623,47.5364287566,0.524,-0.112
0716+714,1989,25,110.4727017281,1.971,71.3434342421,0.625,0.358
0722+145,1989,1,111.3200329145,2.454,14.420484638,2.195,-0.993
0727-115,1989,96,112.5796353105,0.258,-11.6868335129,0.195,-0.082
0735+178,1989,1,114.5308073265,0.22,17.7052774014,0.159,0.199
0736+017,1989,2,114.8251412053,0.735,1.6179493131,0.722,-0.579
0738+313,1989,2,115.2945970752,0.372,31.2000635148,0.236,-0.447
0742+103,1989,73,116.3877480291,0.182,10.1868590168,0.375,0.117
0743-006,1989,3,116.4753428258,0.504,-0.7382060256,1.436,0.669
0745+241,1989,15,117.1504552656,1.123,24.0066973981,1.186,-0.924
0754+100,1989,1,119.2776777679,3.068,9.9430153685,2.837,-0.995
0804+499,1989,1,122.1652764512,0.41,49.8434805816,0.225,-0.077
0805-077,1989,1,122.0647356433,4.373,-7.8527484368,4.435,-0.999
0808+019,1989,2,122.8612810855,0.705,1.7811723584,1.106,0.626
0814+425,1989,37,124.5666650984,0.579,42.3792819341,0.405,0.117
0820+560,1989,1,126.1968182288,0.662,55.8785194813,0.276,-0.039
0823+033,1989,5,126.4597432077,0.181,3.1568112285,0.524,0.145
0826-373,1989,1,127.0199181199,1.165,-37.5184115152,0.583,-0.44
0827+243,1989,4,127.7170258868,0.551,24.183283476,0.553,0.122
0828+493,1989,2,128.0967370373,3.163,49.2225104369,1.544,0.617
0839+187,1989,1,130.5212259453,0.787,18.5947203428,1.386,0.524
0851+202,1989,191,133.7036455944,0.18,20.1085113054,0.223,-0.004
0859+470,1989,11,135.7666255247,1.166,46.8511489394,1.163,0.484
0906+015,1989,2,137.2920478887,1.775,1.3598935206,1.604,0.75
0917+624,1989,1,140.4009629138,0.363,62.2644945826,0.174,-0.029
0919-260,1989,14,140.37230766,0.602,-26.3120516129,2.486,-0.772
0920-397,1989,2,140.6934096315,0.921,-39.9930742491,0.403,-0.716
0923+392,1989,209,141.762557939,0.171,39.0391255436,0.177,-0.084
0953+254,1989,1,149.207814533,0.417,25.2544582922,0.309,0.362
0954+658,1989,2,149.6968546077,0.227,65.5652273183,0.115,-0.123
0955+326,1989,1,149.5872902882,1.146,32.4006136574,0.931,0.024
1004+141,1989,4,151.9229085296,0.613,13.9415555101,0.836,0.274
1012+232,1989,2,153.6961063507,2.096,23.0212694964,1.771,-0.985
1022+194,1989,1,156.1867067101,0.42,19.2056707483,3.486,-0.653
1030+415,1989,2,158.2654491537,1.508,41.2683979415,0.655,-0.08
1031+567,1989,3,158.7793354613,1.73,56.4796661011,0.87,0.356
1034-293,1989,37,159.3169989334,0.579,-29.5674482776,0.378,-0.346
1038+064,1989,5,160.3215104124,0.398,6.1713676594,0.752,0.516
1039+811,1989,3,161.0960947028,2.942,80.9109563161,0.415,0.344
1040+123,1989,2,160.6858549896,0.706,12.0586844581,0.674,0.443
1048-313,1989,2,162.7699067238,0.673,-31.6373078158,0.266,-0.178
1053+815,1989,4,164.5480644898,2.861,81.2424097507,0.453,0.306
1055+018,1989,91,164.6233550338,0.27,1.5663398738,0.582,-0.389
1057-797,1989,2,164.68045763,2.504,-80.0650439676,0.501,0.507
1104-445,1989,3,166.7862257811,0.93,-44.8187832198,1.229,0.526
1111+149,1989,1,168.494563076,2.774,14.7074866469,2.567,-0.992
1123+264,1989,10,171.4737992656,0.604,26.1722163431,0.495,0.47
1124-186,1989,2,171.7683020085,2.003,-18.9548456007,4.418,-0.884
1128+385,1989,2,172.7220109679,0.662,38.2551518329,0.42,0.201
1130+009,1989,2,173.3335660581,2.162,0.6813436347,1.657,0.847
1143-245,1989,2,176.5337643505,0.889,-24.7924714648,0.285,0.038
1144+402,1989,27,176.7429079779,0.574,39.9761957062,0.656,0.012
1144-379,1989,2,176.7557116418,2.086,-38.2030630167,5.418,-0.871
1145-071,1989,1,176.96480657,3.391,-7.4114262562,3.248,-0.996
1148-001,1989,5,177.682795336,0.749,-0.3983895977,1.555,0.643
1150+812,1989,3,178.3020799426,1.163,80.9747650038,0.225,0.014
1156+295,1989,50,179.8826413527,0.194,29.2455073953,0.213,0.176
1222+037,1989,7,186.2184245706,1.17,3.5139698685,1.951,0.953
1226+023,1989,56,187.2779159241,0.472,2.0523887459,0.834,0.395
1228+126,1989,1,187.7059302335,0.728,12.3911232746,0.534,0.335
1243-072,1989,1,191.5176340364,1.585,-7.5129374849,1.234,0.115
1244-255,1989,1,191.6950083349,2.071,-25.7970247801,1.617,-0.973
1251-713,1989,1,193.749673793,3.21,-71.6384548106,0.798,0.684
1252+119,1989,1,193.6593996699,4.291,11.6849703775,1.168,0.18
1253-055,1989,43,194.0465269974,0.48,-5.7893123672,0.732,0.624
1255-316,1989,2,194.4960869367,0.747,-31.9213478475,0.393,-0.514
1302-102,1989,1,196.3875626021,0.811,-10.5554009544,15.1,-0.874
1308+326,1989,52,197.6194327623,0.441,32.3454952142,0.371,0.211
1313-333,1989,2,199.0332747475,1.016,-33.6497700043,0.486,-0.429
1334-127,1989,50,204.4157616836,0.402,-12.9568592091,0.245,-0.19
1342+663,1989,5,206.0361652719,1.344,66.1032344779,0.545,0.122
1345+125,1989,2,206.8890070282,1.046,12.2900659473,1.183,0.316
1354+195,1989,11,209.268486101,0.41,19.3187145042,0.423,-0.419
1354-152,1989,7,209.2968542856,0.674,-15.4579963382,2.558,-0.283
1404+286,1989,129,211.751643402,0.232,28.4540804785,0.324,-0.291
1413+135,1989,2,213.9950726248,0.98,13.3399202073,0.84,0.459
1418+546,1989,32,214.9441559743,0.634,54.3874407133,0.379,0.135
1424-418,1989,2,216.9845729154,0.9,-42.1053993398,1.427,0.506
1435+638,1989,4,219.1908419064,1.033,63.6105183934,0.447,0.388
1442+101,1989,3,221.3186051879,0.806,9.9766873015,1.35,0.636
1445-161,1989,1,222.0627253759,2.865,-16.3401525307,2.579,-0.984
