iers_name,year,num_ses,ra,ra_err,dec,dec_err,ra_dec_corr
0106+013,1986,148,17.1615460867,0.306,1.5834214135,0.502,-0.464
0212+735,1986,87,34.3783889576,0.76,73.825728296,0.202,-0.048
0229+131,1986,95,37.9412253217,0.258,13.3818656159,0.365,-0.526
0234+285,1986,35,39.4683570846,0.206,28.8024971735,0.229,-0.155
0300+470,1986,15,45.8968426336,0.513,47.2711874985,0.391,-0.066
0316+413,1986,28,49.9506667362,0.422,41.5116950859,0.358,0.418
0336-019,1986,1,54.878905015,7.709,-1.7766138741,6.341,0.94
0355+508,1986,33,59.873947223,0.786,50.9639340656,0.51,0.305
0420-014,1986,16,65.8158363642,0.168,-1.3425180992,0.31,-0.052
0430+052,1986,2,68.2962309861,3.535,5.3543391005,2.218,0.691
0454-234,1986,5,74.2632468256,0.806,-23.4144500322,0.557,0.692
0458-020,1986,1,75.3033756038,6.47,-1.9872932209,4.026,0.863
0528+134,1986,123,82.7350699685,0.313,13.5319859959,0.484,-0.491
0552+398,1986,150,88.8783568319,0.252,39.8136569427,0.233,-0.358
0723-008,1986,1,111.4609950653,25.278,-0.9157123776,27.629,0.996
0727-115,1986,6,112.5796352353,0.335,-11.6868335213,0.234,0.501
0742+103,1986,3,116.3877478217,0.443,10.1868590262,0.408,0.552
0743-006,1986,1,116.475345783,18.214,-0.7382020444,19.48,0.994
0748+126,1986,1,117.7168580257,10.794,12.5180089863,11.02,0.987
0754+100,1986,2,119.2776787766,0.442,9.9430144039,0.394,0.692
0851+202,1986,152,133.7036456903,0.206,20.1085113749,0.262,-0.415
0923+392,1986,137,141.7625577816,0.22,39.0391255602,0.221,-0.214
1034-293,1986,5,159.316999126,1.125,-29.5674478025,0.946,0.802
1055+018,1986,1,164.6233551312,0.569,1.5663399241,0.445,-0.482
1144+402,1986,8,176.7429079955,0.297,39.9761956571,0.281,-0.179
1222+037,1986,1,186.2184246965,1.034,3.5139703045,0.842,-0.283
1226+023,1986,151,187.277915336,0.296,2.0523882885,0.401,-0.365
1228+126,1986,1,187.705930711,1.146,12.3911232494,0.588,-0.544
1253-055,1986,11,194.0465273756,0.887,-5.7893128823,1.967,0.919
1308+326,1986,10,197.6194329749,0.161,32.3454951222,0.173,-0.002
1354+195,1986,9,209.2684860724,0.761,19.3187142973,0.612,0.579
1404+286,1986,90,211.7516433998,0.324,28.454080321,0.532,-0.469
1418+546,1986,1,214.9441549233,1.405,54.3874411305,0.665,-0.338
1502+106,1986,16,226.1040826016,0.241,10.494221841,0.39,-0.798
1548+056,1986,13,237.6469552198,0.164,5.4529024507,0.291,-0.017
1624+416,1986,1,246.4902884878,11.139,41.5779526011,1.785,-0.088
1633+382,1986,2,248.8145532069,3.882,38.1345835152,1.142,0.327
1637+574,1986,1,249.5560672301,11.573,57.339994076,1.381,0.116
1638+398,1986,1,250.1234708668,7.142,39.7794523932,1.154,0.033
1641+399,1986,152,250.7450416109,0.327,39.8102760471,0.299,-0.233
1642+690,1986,1,250.5326994884,10.48,68.9443768217,3.41,0.815
1741-038,1986,18,265.9952338354,0.205,-3.8346157439,0.389,-0.974
1749+096,1986,10,267.88674408,0.179,9.6502024384,0.254,-0.089
1749+701,1986,1,267.1368284226,18.333,70.0974352839,3.779,0.82
1803+784,1986,104,270.1903494662,1.067,78.4677828428,0.199,0.025
1807+698,1986,1,271.7111711565,11.402,69.8244747993,2.188,0.733
1823+568,1986,1,276.0294577634,9.077,56.8504155387,2.602,0.69
1921-293,1986,28,291.212733405,1.097,-29.241700158,0.98,0.661
2007+777,1986,2,301.3791595947,2.105,77.8786798392,0.394,0.326
2037+511,1986,3,309.6543117862,0.347,51.320184089,0.195,-0.319
2121+053,1986,3,320.9354890552,0.238,5.5894703438,0.221,0.778
2134+004,1986,107,324.160776364,0.365,0.698392692,0.671,-0.424
2144+092,1986,1,326.7923461796,6.167,9.4962977516,5.051,0.944
2145+067,1986,23,327.0227445452,0.152,6.9607234796,0.252,0.081
2200+420,1986,85,330.6803807762,0.346,42.2777722092,0.388,-0.295
2216-038,1986,34,334.7168238656,0.208,-3.5935776604,0.478,-0.774
2230+114,1986,1,338.1517045272,7.238,11.7308093467,4.84,0.888
2234+282,1986,4,339.0936286161,0.143,28.482614849,0.177,0.022
2251+158,1986,151,343.4906164465,0.209,16.1482113819,0.306,-0.436
2345-167,1986,6,357.0108690488,0.827,-16.5200061995,0.602,0.32
